Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
5396,Maruti Ertiga VDI,Kochi,2018,51236,First,25.47,1248.0,88.5,7.0,8.49,False,False,True,6
5397,Mini Cooper S Carbon Edition,Mumbai,2013,52000,First,13.6,1598.0,181.0,4.0,25.0,False,True,False,11
5398,Maruti Ritz ZDi,Coimbatore,2015,42894,First,23.2,1248.0,73.94,5.0,5.59,False,False,True,9
5399,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,First,15.6,1896.0,106.0,5.0,4.8,False,False,False,13
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,First,22.7,1498.0,89.84,5.0,5.45,False,False,True,10
5401,Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,10000,First,18.6,1197.0,81.83,5.0,6.5,False,True,True,7
5402,Honda Brio E MT,Chennai,2015,16000,First,19.4,1198.0,86.8,5.0,4.35,False,True,True,9
5403,Honda Amaze S i-Dtech,Kolkata,2013,46992,First,25.8,1498.0,98.6,5.0,3.75,False,False,True,11
5404,BMW 5 Series 2003-2012 520d,Pune,2010,170000,Third,18.48,1995.0,177.0,5.0,12.0,False,False,False,14
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,58000,First,12.07,2967.0,241.4,7.0,32.0,False,False,False,10
5406,Hyundai Grand i10 CRDi Magna,Jaipur,2015,50000,Second,24.0,1120.0,70.0,5.0,4.0,False,False,True,9
5407,Nissan Micra Diesel XV,Kolkata,2011,39010,First,23.08,1461.0,63.1,5.0,2.6,False,False,True,13
5408,Hyundai Grand i10 Sportz,Jaipur,2016,26946,First,18.9,1197.0,82.0,5.0,4.45,False,True,True,8
5409,Hyundai EON Era,Pune,2015,28700,First,21.1,814.0,55.2,5.0,2.6,False,True,True,9
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,First,11.74,1796.0,186.0,5.0,16.0,False,True,False,13
5411,Land Rover Range Rover 2.2L Pure,Delhi,2014,38999,First,12.7,2179.0,187.7,5.0,32.5,False,False,False,10
5412,Mahindra Ssangyong Rexton RX7,Mumbai,2016,39000,First,11.18,2696.0,184.0,7.0,13.85,False,False,False,8
5413,Maruti Ciaz 1.4 Delta,Coimbatore,2018,7784,First,20.73,1373.0,91.1,5.0,8.76,False,True,True,6
5414,Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,45710,First,11.8,3498.0,272.0,7.0,23.68,False,True,False,10
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,First,22.0,1197.0,81.8,5.0,5.5,False,True,False,7
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,75995,Second,11.49,4367.0,335.3,5.0,65.81,False,False,False,11
5417,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,First,19.01,1461.0,108.45,5.0,4.99,False,False,True,11
5418,Hyundai Verna 1.6 SX,Chennai,2013,85350,Second,22.32,1582.0,126.32,5.0,5.7,False,False,True,11
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,14.28,1798.0,138.03,5.0,11.99,False,True,False,8
5420,BMW 3 Series Sport,Mumbai,2016,19000,Second,21.76,1995.0,190.0,5.0,29.99,False,False,False,8
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,13900,First,18.88,1499.0,110.4,5.0,9.5,False,True,True,6
5422,Maruti Swift VDI BSIV,Hyderabad,2014,108000,First,25.2,1248.0,74.0,5.0,5.5,False,False,True,10
5423,Hyundai Santa Fe 4x4 AT,Bangalore,2016,36000,First,11.72,2199.0,194.3,7.0,23.0,False,False,False,8
5424,Tata Indica V2 DLS,Hyderabad,2013,62188,First,17.2,1396.0,53.5,5.0,2.95,False,False,True,11
5425,Hyundai Grand i10 CRDi Sportz,Kochi,2015,58397,First,24.0,1120.0,70.0,5.0,4.9,False,False,True,9
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,First,22.5,998.0,67.0,5.0,4.25,False,True,False,8
5428,Mahindra XUV500 W10 2WD,Kochi,2018,29907,First,16.0,2179.0,140.0,7.0,16.36,False,False,True,6
5429,Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,9.95,False,False,False,15
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,First,20.54,1598.0,103.6,5.0,5.5,False,False,True,12
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,First,24.3,1248.0,88.5,5.0,8.25,False,False,True,8
5432,Maruti Zen LX,Chennai,2002,99024,First,17.3,993.0,60.0,5.0,0.95,False,True,True,22
5433,Hyundai i10 Era,Kochi,2016,34952,First,19.81,1086.0,68.05,5.0,4.01,False,True,True,8
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,First,17.5,1199.0,88.7,5.0,8.2,False,True,True,5
5435,Honda City i DTEC VX,Chennai,2014,71000,Second,25.1,1498.0,98.6,5.0,6.2,False,False,True,10
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,97000,First,11.5,2982.0,169.0,7.0,16.75,False,False,False,12
5437,Mahindra XUV500 AT W10 FWD,Delhi,2017,21000,First,16.0,2179.0,140.0,7.0,16.5,False,False,False,7
5439,Ford Figo Diesel ZXI,Kolkata,2012,110438,First,20.0,1399.0,68.05,5.0,3.5,False,False,True,12
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Second,19.0,1199.0,88.7,5.0,5.43,False,True,False,7
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,First,10.91,3198.0,197.0,7.0,30.35,False,False,False,7
5442,Nissan Sunny XL CVT,Hyderabad,2014,32000,First,17.97,1498.0,99.6,5.0,7.99,False,True,False,10
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,First,18.7,1896.0,66.0,5.0,3.59,False,False,True,13
5444,Chevrolet Beat Diesel LT,Chennai,2012,82697,First,25.44,936.0,57.6,5.0,1.9,False,False,True,12
5445,Toyota Camry W2 (AT),Chennai,2009,135000,First,12.1,2362.0,164.7,5.0,4.7,False,True,False,15
5446,Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,First,19.01,1461.0,108.45,5.0,7.25,False,False,True,12
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,First,17.9,2143.0,136.0,5.0,24.46,False,False,False,8
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Second,17.57,1193.0,88.7,5.0,3.9,False,True,True,10
5449,Hyundai i20 1.2 Magna,Coimbatore,2013,56127,First,18.5,1197.0,80.0,5.0,5.15,False,True,True,11
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,First,21.5,1197.0,81.8,5.0,3.65,False,True,False,9
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,First,25.4,1186.0,73.97,5.0,5.0,False,False,True,8
5452,Honda City 1.5 S MT,Kolkata,2009,42000,First,17.0,1497.0,118.0,5.0,2.3,False,True,True,15
5453,Hyundai Accent GLE,Pune,2001,130000,Second,13.2,1495.0,94.0,5.0,0.75,False,True,True,23
5454,Hyundai Verna Xi (Petrol),Kochi,2009,137148,Second,13.9,1599.0,103.2,5.0,1.85,False,True,True,15
5455,Ford Figo Petrol ZXI,Kolkata,2010,114703,First,15.6,1196.0,70.0,5.0,1.8,False,True,True,14
5456,Honda Amaze S i-Dtech,Kochi,2014,97439,First,25.8,1498.0,98.6,5.0,4.41,False,False,True,10
5457,Maruti Wagon R LX BSII,Chennai,2006,40000,First,18.9,998.0,67.1,5.0,2.0,False,True,True,18
5459,Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,First,13.0,2987.0,258.0,5.0,31.75,False,False,False,10
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,First,17.68,1968.0,174.33,5.0,32.0,False,False,False,9
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,First,13.5,2987.0,282.0,5.0,21.0,False,False,False,14
5462,Maruti Swift Dzire LDi,Ahmedabad,2010,83000,First,19.3,1248.0,73.9,5.0,2.75,False,False,True,14
5463,Toyota Corolla H2,Coimbatore,2005,79012,First,13.4,1794.0,125.0,5.0,2.64,False,True,True,19
5464,Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,First,15.4,2179.0,120.0,7.0,14.19,False,False,True,6
5465,Maruti Wagon R VXI,Jaipur,2017,35362,First,22.5,998.0,67.04,5.0,3.85,False,True,True,7
5466,Toyota Fortuner 4x2 Manual,Delhi,2014,117000,First,13.0,2982.0,168.5,7.0,15.5,False,False,True,10
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,First,18.2,1061.0,64.0,5.0,1.9,False,True,True,14
5468,Tata Nano CX,Kochi,2014,59508,First,25.4,624.0,37.48,4.0,1.26,False,True,True,10
5469,Hyundai i20 Magna,Chennai,2009,69000,Second,18.5,1197.0,80.0,5.0,2.4,False,True,True,15
5470,BMW 3 Series 320d,Bangalore,2010,58000,First,22.69,1995.0,190.0,5.0,11.5,False,False,False,14
5471,Mahindra XUV500 W6 2WD,Jaipur,2014,88511,First,16.0,2179.0,140.0,7.0,8.25,False,False,True,10
5472,Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,First,15.8,1598.0,105.0,5.0,2.75,False,True,True,13
5473,Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Second,17.5,1198.0,70.0,5.0,1.4,False,True,True,15
5474,Tata Nano Twist XT,Coimbatore,2015,30676,First,25.4,624.0,37.5,4.0,2.9,False,True,True,9
5475,Ford Figo Diesel EXI,Chennai,2011,76000,First,20.0,1399.0,68.0,5.0,2.4,False,False,True,13
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,First,14.8,1598.0,105.0,5.0,4.75,False,True,False,11
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,First,12.7,2179.0,187.7,5.0,44.76,False,False,False,6
5478,Honda City i DTEC SV,Kochi,2015,64465,First,26.0,1498.0,98.6,5.0,6.22,False,False,True,9
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,First,22.5,999.0,67.0,5.0,4.5,False,True,False,6
5480,Hyundai Grand i10 Asta Option,Mumbai,2015,26000,First,18.9,1197.0,82.0,5.0,4.25,False,True,True,9
5481,Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,First,18.1,1991.0,147.9,4.0,5.5,False,False,False,13
5482,Hyundai i20 1.4 Asta,Mumbai,2017,27000,First,22.54,1396.0,88.73,5.0,6.95,False,False,True,7
5483,Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,First,24.07,998.0,67.1,5.0,4.56,False,True,False,6
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,First,20.5,1582.0,126.2,5.0,13.82,False,False,True,8
5485,Honda Amaze VX i-Vtech,Mumbai,2016,17362,First,18.0,1198.0,86.7,5.0,5.65,False,True,True,8
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,First,21.19,1396.0,88.73,5.0,6.2,False,False,True,8
5487,Maruti Celerio VXI,Delhi,2014,48000,First,23.1,998.0,67.04,5.0,3.25,False,True,True,10
5488,Audi A4 2.0 TDI,Kolkata,2009,46000,First,16.55,1968.0,147.51,5.0,8.5,False,False,False,15
5489,Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,First,24.8,1396.0,88.7,5.0,7.25,False,False,True,8
5490,Renault Fluence Diesel E4,Pune,2013,57000,First,21.8,1461.0,78.0,5.0,4.61,False,False,True,11
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,First,16.2,1199.0,74.0,5.0,5.3,False,True,True,8
5492,Tata Indigo LX,Ahmedabad,2012,50123,First,17.0,1405.0,70.0,5.0,1.9,False,False,True,12
5493,Hyundai i10 Sportz,Kochi,2012,57184,First,20.36,1197.0,78.9,5.0,3.09,False,True,True,12
5494,BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Second,16.46,2993.0,258.0,5.0,9.5,False,False,False,17
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,First,17.01,1582.0,126.2,5.0,12.65,False,False,False,9
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,First,18.9,1197.0,82.0,5.0,4.25,False,True,True,8
5497,Maruti Ritz VDi,Hyderabad,2011,127887,First,21.1,1248.0,73.9,5.0,2.95,False,False,True,13
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,First,10.5,2179.0,120.0,8.0,3.45,False,False,True,18
5499,Hyundai i10 Era,Hyderabad,2011,60634,First,19.81,1086.0,68.05,5.0,3.3,False,True,True,13
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,First,14.0,2179.0,138.1,7.0,8.0,False,False,True,10
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,First,13.5,1799.0,130.0,5.0,2.71,False,True,True,15
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,First,18.2,998.0,67.1,5.0,2.7,False,True,True,12
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Second,23.4,1248.0,74.0,5.0,4.5,False,False,True,12
5504,Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Second,13.0,2982.0,168.5,7.0,18.75,False,False,True,9
5505,Maruti Swift VDI,Pune,2014,103000,Second,28.4,1248.0,74.0,5.0,5.25,False,False,True,10
5507,Maruti Dzire LDI,Pune,2017,48000,First,28.4,1248.0,73.75,5.0,6.0,False,False,True,7
5508,Hyundai Grand i10 Asta,Kolkata,2014,41000,First,18.9,1197.0,82.0,5.0,3.14,False,True,True,10
5509,Renault KWID RXL,Jaipur,2016,26000,First,25.17,799.0,53.3,5.0,2.55,False,True,True,8
5510,Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Second,15.64,1193.0,64.08,5.0,2.3,False,True,True,12
5511,Ford Figo Diesel Titanium,Hyderabad,2014,74624,First,20.0,1399.0,68.05,5.0,5.65,False,False,True,10
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,First,15.15,2967.0,240.0,5.0,48.22,False,False,False,9
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,First,24.07,998.0,67.1,5.0,3.0,False,True,True,8
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,First,20.34,1498.0,103.2,5.0,7.5,False,False,True,9
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,First,10.5,2179.0,120.0,8.0,2.6,False,False,True,19
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,First,18.56,1995.0,190.0,5.0,61.25,False,False,False,6
5517,Honda City 1.5 V MT,Chennai,2009,122000,Second,17.0,1497.0,118.0,5.0,3.5,False,True,True,15
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,First,17.44,1998.0,189.08,4.0,28.95,False,True,False,8
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,First,13.5,2477.0,175.56,6.0,15.0,False,False,False,9
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,First,19.3,1248.0,73.9,5.0,4.25,False,False,True,12
5521,Bentley Continental Flying Spur,Hyderabad,2006,48000,First,8.6,5998.0,552.0,4.0,59.0,False,True,False,18
5522,Maruti Ertiga VDI,Pune,2013,43486,First,20.77,1248.0,88.76,7.0,6.6,False,False,True,11
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Second,12.8,2494.0,102.0,7.0,5.2,False,False,True,17
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,First,11.7,1796.0,178.0,5.0,10.0,False,True,True,14
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,First,14.84,2143.0,167.62,5.0,35.0,False,False,False,8
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,First,22.7,1498.0,89.84,5.0,8.75,False,False,True,7
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,First,17.71,1197.0,78.9,5.0,4.57,False,True,True,9
5528,Hyundai i10 Magna 1.2,Delhi,2012,62000,First,20.36,1197.0,78.9,5.0,2.5,False,True,True,12
5530,Land Rover Freelander 2 SE,Kochi,2014,59885,First,12.39,2179.0,147.51,5.0,20.11,False,False,False,10
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,First,12.8,2494.0,102.0,8.0,7.8,False,False,True,13
5532,Hyundai i20 1.2 Magna,Coimbatore,2011,63991,First,18.5,1197.0,80.0,5.0,3.61,False,True,True,13
5534,Nissan Micra XV CVT,Mumbai,2015,34895,First,19.15,1198.0,75.94,5.0,4.6,False,True,False,9
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,First,15.87,2993.0,308.43,5.0,85.0,False,False,False,9
5536,Honda City 1.5 V AT,Kolkata,2015,45000,First,16.8,1497.0,118.0,5.0,5.25,False,True,False,9
5537,Honda Amaze E i-Dtech,Delhi,2013,45000,Second,25.8,1498.0,98.6,5.0,3.3,False,False,True,11
5538,Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Second,11.5,2982.0,171.0,7.0,17.75,False,False,True,11
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,First,12.97,2179.0,187.7,5.0,35.0,False,False,False,8
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,First,19.67,1582.0,126.2,5.0,13.39,False,False,True,8
5541,Chevrolet Beat Diesel LT,Chennai,2012,81000,First,25.44,936.0,56.3,5.0,2.5,False,False,True,12
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,First,11.36,2755.0,171.5,7.0,18.36,False,False,False,7
5543,Maruti Swift Dzire VDI,Jaipur,2015,68310,First,23.4,1248.0,74.0,5.0,5.95,False,False,True,9
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Second,19.67,1582.0,126.2,5.0,11.0,False,False,True,9
5545,Land Rover Range Rover Sport SE,Delhi,2014,47000,Second,12.65,2993.0,255.0,5.0,64.75,False,False,False,10
5546,Honda Amaze VX i-DTEC,Hyderabad,2017,128000,First,25.8,1498.0,98.6,5.0,6.3,False,False,True,7
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,First,15.29,1591.0,121.3,5.0,11.94,False,True,True,7
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,First,18.19,1197.0,103.5,5.0,5.95,False,True,False,10
5549,Honda City i DTec VX,Ahmedabad,2017,37000,First,26.0,1498.0,98.6,5.0,11.0,False,False,True,7
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,First,15.29,1591.0,121.3,5.0,12.53,False,True,True,7
5551,Ford Figo Diesel Titanium,Bangalore,2012,32510,Second,20.0,1399.0,68.0,5.0,3.75,False,False,True,12
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,First,14.69,2993.0,258.0,5.0,27.0,False,False,False,10
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,First,10.5,2835.0,107.2,6.0,9.95,False,False,True,12
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,First,19.87,1461.0,83.8,5.0,4.2,False,False,True,11
5555,Maruti Ritz VXI,Delhi,2010,75319,Second,21.1,1197.0,85.8,5.0,2.0,False,True,True,14
5556,Hyundai Grand i10 Sportz,Kolkata,2013,28000,First,18.9,1197.0,82.0,5.0,3.25,False,True,True,11
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,First,17.9,2143.0,136.0,5.0,34.0,False,False,False,7
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,First,22.48,1995.0,190.0,5.0,30.37,False,False,False,8
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,First,13.0,1591.0,121.3,5.0,12.6,False,True,False,6
5560,Renault KWID RXT Optional,Kochi,2019,6568,First,25.17,799.0,53.3,5.0,5.09,False,True,True,5
5561,Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,First,14.94,2967.0,241.4,5.0,24.5,False,False,False,10
5562,Maruti Ciaz VDI SHVS,Kochi,2018,17804,Second,28.09,1248.0,88.5,5.0,7.97,False,False,True,6
5563,Honda Jazz S,Delhi,2011,69768,First,16.0,1198.0,90.0,5.0,2.9,False,True,True,13
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,First,22.69,1995.0,190.0,5.0,21.33,False,False,False,8
5565,Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Second,19.08,1582.0,126.32,5.0,6.5,False,False,False,12
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,First,21.38,1396.0,88.7,5.0,12.15,False,False,True,8
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,First,15.04,1598.0,103.2,5.0,4.25,False,True,True,10
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,First,21.76,1995.0,190.0,5.0,35.84,False,False,False,7
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Third,14.4,1997.0,152.0,5.0,3.0,False,True,False,20
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,First,19.72,1461.0,108.45,5.0,6.75,False,False,True,12
5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Second,18.6,1197.0,81.83,5.0,5.65,False,True,True,10
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Second,16.96,1968.0,138.03,5.0,7.5,False,False,False,11
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,First,19.67,1582.0,126.2,5.0,13.34,False,False,True,6
5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,First,28.09,1248.0,88.5,5.0,7.9,False,False,True,8
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,First,22.54,1396.0,88.73,5.0,6.98,False,False,True,9
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,First,17.01,1591.0,121.3,5.0,5.75,False,True,True,10
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,First,22.07,1199.0,73.9,5.0,2.65,False,False,True,12
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,First,22.07,1199.0,73.9,5.0,2.49,False,False,True,13
5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Second,15.0,1586.0,104.68,5.0,1.5,False,True,True,17
5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,First,24.5,1498.0,98.6,7.0,6.5,False,False,True,8
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,First,19.64,1461.0,108.45,5.0,8.0,False,False,True,11
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,First,12.9,2755.0,174.5,7.0,30.85,False,False,False,5
5583,Volvo XC60 D4 SUMMUM,Kochi,2014,93144,First,14.7,1984.0,181.0,5.0,17.15,False,False,False,10
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,First,23.1,998.0,67.04,5.0,4.55,False,True,False,10
5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Second,26.21,1248.0,88.5,5.0,7.4,False,False,True,9
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,First,12.8,1968.0,167.6,5.0,25.64,False,False,False,11
5587,BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Second,17.05,1995.0,184.0,5.0,13.5,False,False,False,11
5588,Ford Figo Petrol ZXI,Bangalore,2013,38000,First,15.6,1196.0,70.0,5.0,3.55,False,True,True,11
5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,First,22.7,1582.0,126.2,5.0,15.0,False,False,True,6
5590,Hyundai Verna 1.6 i ABS,Pune,2007,80000,Second,13.9,1599.0,103.2,5.0,1.95,False,True,True,17
5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Second,13.5,1799.0,130.0,5.0,2.3,False,True,True,18
5592,Toyota Fortuner 4x4 MT,Chennai,2013,123000,Second,12.55,2982.0,168.5,7.0,15.0,False,False,True,11
5593,Hyundai i10 Sportz,Chennai,2012,70000,First,20.36,1197.0,78.9,5.0,3.15,False,True,True,12
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,First,21.64,1461.0,84.8,5.0,5.0,False,False,True,12
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Second,18.12,1995.0,190.0,5.0,24.75,False,False,False,11
5596,Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Second,16.52,1991.0,123.7,5.0,2.6,False,False,True,16
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,First,20.36,1197.0,78.9,5.0,3.75,False,True,True,13
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Second,17.5,1896.0,106.0,5.0,4.85,False,False,True,15
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,First,10.0,2148.0,170.0,5.0,27.0,False,False,False,11
5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,First,25.8,1498.0,98.6,5.0,3.0,False,False,True,10
5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,First,20.68,1995.0,190.0,5.0,28.75,False,False,False,7
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,First,12.99,2494.0,100.6,8.0,14.49,False,False,True,8
5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,First,7.5,4806.0,394.3,4.0,72.0,False,False,False,11
5604,Nissan Sunny XV D,Chennai,2012,70000,Second,22.71,1461.0,84.8,5.0,4.0,False,False,True,12
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Second,26.59,1248.0,74.0,5.0,4.5,False,False,True,9
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,First,21.5,1197.0,81.8,5.0,6.25,False,True,False,5
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Second,16.96,1968.0,138.03,5.0,11.5,False,False,False,9
5608,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Third,9.8,2354.0,180.0,5.0,3.1,False,True,True,15
5609,Honda City i VTEC V,Mumbai,2018,5000,First,17.8,1497.0,117.3,5.0,10.11,False,True,True,6
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,First,17.01,1591.0,121.3,5.0,11.54,False,True,True,5
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Second,18.9,998.0,67.1,5.0,1.0,False,True,True,18
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Second,23.4,1248.0,74.0,5.0,2.5,False,False,True,11
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,First,9.74,1984.0,208.0,5.0,18.0,False,True,False,13
5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,First,23.59,1364.0,67.04,5.0,6.85,False,False,True,6
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,First,19.81,1086.0,68.05,5.0,2.97,False,True,True,12
5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,First,17.01,1591.0,121.3,5.0,4.75,False,True,True,11
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,First,20.14,1498.0,88.8,5.0,7.38,False,False,True,6
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,First,22.48,1995.0,187.74,5.0,42.75,False,False,False,7
